id,berita,label
11,"As Wei Jingsheng's article suggests, in the trade war Xi has allied himself with crooks that he has always fought, i.e.Recently, led by the British media, many foreign media are speculating that Wang Qishan, the famous ""firefighting captain"", is staying away from the trade war and has disappeared.There are also rumours that the United States intends to invite Wang Qishan to replace Liu He in negotiating with the United States.However, Reuters's statement clearly violated one fact: which is that Wang Qishan is really not that loyal to Emperor Xi Jinping.Some time ago, Wang Qishan had talked secretly with many American politicians and businessmen, hoping to know Americans' cards.",0
12,"Nearly 40 years have passed since President Deng Xiaoping announced a raft of economic reforms that initiated China’s economic opening up to the world.“Now the US and China have a trade war.“Why the trade war that the US has initiated with China?” Professor Fan-Gang asked.“You have a trade deficit, yes, but you can negotiate, you can talk… so why the trade war?”“First of all, somebody believes that the trade deficit represents their losses and that the trade deficit is about other people taking advantage of the country.“What the trade war tells us is that opening up is so important,” he said.",0
13,"""The U.S. retail giant Walmart is reported to have urged the Trump administration to roll back on its new tariffs on Chinese imports"".Several chains asked the White House not to implement the added tariffs on $200 billion in goods.Donald Trump has threatened to impose even more tariffs on Chinese goods if Beijing dares to impose tit-for-tat measures in response to Washington's latest package of levies targeting some $200 billion of Chinese exports.Trump's former chief strategist, who left the administration after a tumultuous stint, said trade had always been at the top of Trump's campaign strategy.On Tuesday, China hit back, saying it would levy tariffs on US$60 billion worth of USA goods effective from Sept 24.",0
14,"Export earnings’ growth in September surged by 54.64 per cent after an 11.74-per cent fall in August.Although the year-on-year export earnings in September witnessed a huge growth, the month-on-month earnings in September decreased little bit from $3.21 billion in earnings in August.Export earnings growth in the month of September last year was negative due to Eid-ul-Azha holidays.In the period, export earnings from leather and leather products, however, decreased by 17.46 per cent to $267.94 million from $324.62 million.Export earnings from agricultural products grew by 97.71 per cent to $291.82 million from $147.90 million.",0
15,"“This year marks the 40th anniversary of one of the most consequential anti-poverty programs in human history,” says Rev.Ben Johnson in this week’s Acton Commentary.“Now, there is evidence that its spillover effects may lift millions more out of dire need.”The new openness to enterprise, private property, and investment led to China’s meteoric economic rise.Now, Donald Trump’s tariffs are encouraging manufacturers to take their factories elsewhere.Ian Chen, CEO of a Chinese technological exporter, said that Trump’s tariffs have his fellow manufacturers “seriously considering setting up a backup production line in Malaysia or Vietnam to prepare for the worst.”The full text of the essay can be found here.",0
16,"We are now in a tariff battle with a long list of countries that includes China, Canada, Mexico, Germany, France, and India, among others.Those six countries are among America’s top 10 trading partners, accounting for over 50% of our foreign trade.“Trade wars are good, and easy to win,” according to President Trump.To paraphrase another senior government official named Donald from over a decade ago, there are known knowns, known unknowns, and unknown unknowns.In my judgement, the known unknowns and unknown unknowns are now dominant.",0
17,"China issued the latest shot in a looming trade war this week, announcing it would increase tariffs on pork products.That decision could have an impact on farmers in eastern North Carolina counties.In an unrelated swine development, a series of nuisance lawsuits were back in federal court.Becki Gray, of the John Locke Foundation, and Rob Schofield, with NC Policy Watch, discuss pork on this week's political review, and also explain why they're not thrilled about Charlotte's bid to host the 2020 Republican National Convention.WUNC Capitol Bureau Chief Jeff Tiberii talks with Becki Gray of the John Locke Foundation and Rob Schofield of N.C. Policy Watch about the week's political news.",0
18,"Some of the Chinese goods targeted in Trump’s tariffs are vital parts for Texas’ agriculture industry, such as livestock equipment.“No question, it’s going to hurt,” said Gene Hall, a spokesperson for the Texas Farm Bureau.We cannot let this continue!”On Friday, the United States levied tariffs on $34 billion worth of Chinese goods.The Chinese Ministry of Commerce called the United States a “typical trade bully” set on igniting the largest trade war in history and violating World Trade Organization agreements.Soy is a smaller market for Texas, but China is the state’s largest international soy customer.",0
19,"China will “significantly increase purchases” of U.S. goods, the White House said as Beijing’s special envoy at talks in Washington declared a trade war has been averted between the world’s two largest economies, according to Bloomberg.Liu said the two sides agreed to stop “slapping tariffs’ on each other, Xinhua reported.Liu said his trip to the U.S. had been positive, pragmatic, constructive and productive.Trade cooperation would be enhanced in such areas as energy, agriculture, health care, high-tech products and finance, a “win-win” choice for both nations.China agreed to “meaningful increases in U.S. agriculture and energy exports,” the White House said, adding that the U.S. will send a team to China to work out the details.",0
20,"Canadians who think Prime Minister Justin Trudeau is standing up for Canadians against U.S. President Donald Trump over dairy tariffs have it wrong.If Canada’s negotiators want to do what’s best for Canada, they should stop posturing before they do more damage to our industries.The U.S. never claimed that Canada represents a national security threat, as Trudeau keeps repeating.“Canadians are polite, we’re reasonable, but we also will not be pushed around,” Trudeau grandstanded as soon as Trump turned his back.But although Trudeau may be winning in the polls, Canadians are wrong to think Trudeau is winning for them.",0
21,"United States President Donald Trump slapped steep trade tariffs on foreign steel and aluminum on Thursday, drawing sharp protests from allies at home and abroad as the contentious move raised the specter of a global trade war.Trump said the tariffs – which will come into effect after 15 days – will not initially apply to Canada and Mexico, and that close partners on security and trade could negotiate exemptions.“Many of the countries that treat us the worst on trade and on the military are our allies, as they call them,” he complained.Leaning on a little-used and decades old national security clause in US trade law, Trump said he was fulfilling a campaign promise.Even as Trump approved the tariffs, 11 partners in the Asia-Pacific were in Santiago, Chile, to sign a multilateral trade deal embraced by then President Barack Obama but rejected by Trump.",0
22,President Donald Trump predicted earlier that U.S. automakers and auto workers would be “very happy” with the outcome of the NAFTA talks.He has also criticized European Union auto imports and tariffs and earlier this year threatened a “tax” on European imports.Trump brought a little-used weapon to his fight to protect auto workers: Section 232 of the Trade Expansion Act of 1962.The Trump administration used that authority in March to slap tariffs of 25 percent on imported steel and 10 percent on aluminum imports.Trump has sought to overhaul NAFTA in an effort to return auto production to the United States and reduce America’s trade deficit.,0
23,"President Nana Akufo-Addo has said the current trade war between the U.S. and China has the potential to adversely affect Ghana.According to Mr Akufo-Addo, even though Ghana is far from these countries, the inter-dependence of countries across the globe, makes it possible for Ghana to feel the spillover effect of the trade war.Mr Akufo-Addo, who was addressing world leaders at the 73rd UN General Assembly on Wednesday, 26 September 2018 in New York, United States of America, therefore, suggested there be an amicable solution to the trade war.Today, as we speak, a trade war is being stoked between the two largest economies of the world.The Trump administration said the tariffs were necessary to protect intellectual property of U.S. businesses, and to help reduce the U.S. trade deficit with China.",0
24,"The first shot of the U.S.-China trade war went off without much of a reaction from investors.Call that the neat-and-tidy trade war: both countries come to their senses, and financial markets bend but don’t break.Chinese stocks and the currency have already taken a beating as concerns about the onset of the trade war gathered.It’s difficult to measure how the “second-order” effects of a trade war would hurt the global economy, said Atsi Sheth, a managing director at Moody’s Investors Service.“We haven’t had a real trade war at this scale in a long time,” Sheth said.",0
25,"Oil held losses below $64 a barrel as the risk of a trade war between China and the US rattles a market that’s already grappling with swelling inventories.Meanwhile, American crude stockpiles are forecast to have risen for the fifth time in six weeks.Investors also worry President Donald Trump’s protectionist policy will lead to further reciprocal tariffs by China, undermining global economic growth.Yuan-denominated oil futures on the Shanghai International Energy Exchange lost 3.3 percent to 402.8 yuan a barrel.The nation’s oil production had also increased for a fifth week in the period ended March 23, hitting a fresh record.",0
26,"The (trade) war dogs also are on the loose.Prime Minister Justin Trudeau sprung his tit-for-tat tariffs without any discussion about whether it was a good idea.Canada’s need for instant gratification in the face of Trump’s insults is so strong that even Trudeau’s most aggressive political opponents are all-in on fighting a trade war they can’t win.So, the trade war is on.For whatever reason, Canadian governments have been afraid of taking a hard look at tax policy.",0
27,"Senator Dan Zumbach said Senator Joni Ernst is in talks with President Trump on how the tariffs could impact farmers in Iowa if negotiations do not happen with China.Iowa farmers said it is hard to imagine losing their relationship with China, which is the world's top importer of soybeans.In Iowa, farmers export about 25 percent of their bushels there.Senator Zumbach, who is also Chairman of the Senate Agriculture Committee said he spoke with Senator Joni Ernst this week.He said Ernst is in talks with President Trump on how the tariffs could impact farmers in Iowa if negotiations do not happen with China.",0
28,"“We don’t want a trade war, but we aren’t afraid of fighting one”.The back-and-forth between the global superpowers is setting off fears of a trade war.Sen. Sherrod Brown, D-Ohio, supports President Donald Trump’s tariffs on Chinese goods, but he hopes negotiations side step a trade war.Shortly after Washington issued its list, China’s ambassador to the World Trade Organization urged all of the trade body’s members to join with China to counter USA trade abuses.And so there is threat of war in the air most days, and that means every kind of war, including trade wars, wars against immigrants, wars against the news media, renewed cold wars or arms races.",0
29,"On Friday, the Ministry of Commerce described its planned response: four different types of tariffs on $60 billion of USA goods.In a tweet last month, US President Donald Trump suggested that China could be undermining a North Korean denuclearization d0e000al because of the ongoing trade war.While the conflict nominally centres around the US’ US$375 billion annual goods trade deficit with China, it has morphed into a chapter in the nations’ broader strategic rivalry.Trump has threatened to slap tariffs on virtually all of China’s exports to the United States.China’s commerce ministry said the US tactics would have no effect on China, and would disappoint countries that are against trade wars.",0
30,"Even Iowa Republican Sen. “What they want is less trade war”.“Farmers will be the biggest beneficiaries”, Trump told the crowd gathered inside Kansas City’s Municipal Auditorium.The aid is meant to shield the industry as countries raise taxes on USA products such as soybeans in response to new Trump administration tariffs.“This is a short-term solution that will give President Trump and his administration the time to work on long-term trade deals”, said Agriculture Secretary Sonny Perdue as administration officials argued that the plan was not a “bailout” of the nation’s farmers.The emergency bailout aimed to ease the financial and political pain caused by Trump’s escalating trade and tariff war in key electoral states, sources told CNBC.",0
31,"By Abrahm HurtTheStatehouseFile.comINDIANAPOLIS — Phil Ramsey, owner of Ramsey Farms in Shelbyville, is nervous about how a potential trade war with China would affect him.“China is our number one importer of soybeans, and one-third of all soybean production in the United States goes to China,” Ramsey said.Bob White, director of national government relations for Indiana Farm Bureau, said a potential trade war with China could be disastrous to Indiana and United State farming, especially given the current state of agriculture.He said the department is still in the process of determining the impact of the tariffs on Indiana agriculture.Wilson said voters might react if they see the tariffs have a negative impact on the local economy.",0
32,"(CNN) — China's deputy trade negotiator on Tuesday acknowledged the challenge in resuming negotiations with the U.S., saying: ""How could you negotiate with someone when he puts a knife on your neck?""""Containing China or fighting a trade war — neither is in line with the direction of peace and development for mankind,"" Fu Ziying said.""Someone has to pay the price for a trade war.The U.S. had invited Chinese trade negotiators to Washington to resume talks earlier this month.This story was first published on CNN.com ""US is putting a knife to China's neck, says trade negotiator""",0
33,"(CNN Business) — China's economic slowdown is deepening as its trade war with the United States gets worse.The Chinese economy has lost momentum this year following government efforts to try to rein in high levels of debt.Chinese officials have turned to tax cuts, infrastructure spending and looser monetary policy as they seek to prop up growth.Chinese officials acknowledged last week that tougher months lie ahead for exports.This story was first published on CNN.com, ""China's economy is growing at its slowest pace since the financial crisis.""",0
34,"China proposed a 25% tariff on imports of copper ore and concentrate from the United States, which shipped about 70 000 tons to the country a year ago.If China follows through on the threat, almost 90% of all USA goods heading to China will be subject to tariffs.Rather, the USA importers bringing the products into the United States pay the tariffs.Representatives for the White House and the US Commerce Department did not immediately reply to requests for comment on China's retaliatory move.""Washington has lost its mind on trade"", the newspaper said, noting that China was ""key to the survival of many big American companies and American farmers"".",0
35,"Trump says the measures are aimed at leveling the playing field for American companies, which he says will become more competitive.– Tariffs start Friday –Trump initially threatened to hit China with 25 percent tariffs on a list of goods worth $50 billion annually, over what Washington says is the rampant theft of US technical know-how.The tariffs hit a broad spectrum of Chinese goods — like passenger vehicles, radio transmitters, aircraft parts and computer hard drives — from industries the Trump administration says have benefited from unfair trade practices.Iconic American motorcycle brand Harley Davidson announced plans to move production overseas to evade the EU’s retaliatory tariffs, drawing a barrage of attacks on Twitter from Trump.The trade war arrives with many companies already struggling to find workers and facing backlogs to receive supplies.",0
36,"Senate Majority Leader Mitch McConnell aligned himself with House Speaker Paul Ryan Tuesday in opposition to President Trump’s new proposed tariffs on steel and aluminum Tuesday afternoon.“I think the best way to characterize where most Republican senators are right now, including myself, is genuine concern that this not escalate into something much broader,” McConnell told reporters on Capitol Hill.WATCH:POTUS argued that “without steel and aluminum, your country is not the same.We need it.We need it even for defense, if you think, we need it for defense.”“We need great steel makers,” he continued.",0
37,"Secretary of Commerce Wilbur Ross said China does not want a trade war with the United States and will act accordingly to avoid one, Tuesday on Fox Business’ “Mornings With Maria.”Ross commented on the possibility of China slapping a $3 billion tariff on the United States in response to President Donald Trump’s actions and said it was an “appropriate response,” considering the circumstances.“I think China knows they don’t want to have a trade war with us,” Ross said “So I think it’s a very moderated response, probably an appropriate response from their point of view.“That is going on in many many countries all around the world.That’s not a problem we’re dealing with, with the intellectual property rights,” Ross concluded.For licensing opportunities of our original content, please contact licensing@dailycallernewsfoundation.org.",0
38,"Chinese state media is boisterously touting the country’s ability to win a trade war against the U.S., signaling that Beijing is not ready to back down in the escalating spat with Washington.In response to President Donald Trump’s tough steel and aluminum tariffs, Beijing fired back with tariffs on American exports worth roughly $3 billion annually.The U.S. is taking aim at China’s ambitious Made in China 2025 development plan, while China is targeting critical American exports, many of which are produced by Trump’s base.Beijing is reportedly calling on the U.S. to negotiate while stating that it is prepared to fight until the end if Washington decides to fight.Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience.",0
39,"President Donald Trump’s escalating trade war with China might harm a constituency he highly prioritizes: coal country.“We don’t want a trade war, yet we are not afraid of a trade war,” said Chinese Foreign Ministry spokesman Geng Shuang on Monday.Leaders in the country had expressed interest in May in purchasing more coal in order to narrow the U.S.-China trade deficit.(RELATED: China Says Trump Has Started A Trade War, Warns It Will Fight Back)“We’re obviously watching it closely,” National Mining Association spokeswoman Ashley Burke said in a statement to The Washington Post.The 3.2 million tons of coal the country imported in 2017 only made up 3 percent of all American coal exports.",0
40,"The Trump administration has extended $12 billion in emergency financial assistance to farmers negatively affected by the ongoing trade war between the U.S. and China, among others, Politico reported Tuesday.Soybean farmers in particular have taken a hit, with prices dropping as China imposes retaliatory tariffs on U.S. farm products.The three programs will apparently include direct assistance, a trade promotion program, and a food purchase and distribution program.The president previously directed Perdue to develop solutions to protect agricultural workers from any unintended fallout from U.S. trade disputes with foreign countries.We have been ripped off by China for a long time,” Trump told CNBC’s Joe Kernen in a “Squawk Box” interview.",0
41,"Although 545 items on the list face higher tariffs starting July 6, Beijing did not specify when coal and the other remaining items would be hit.He said Runhe had paid for the coal up front rather than using letters of credit from banks.Replacing American shipments with coal from other places would not be difficult, the sources said.Wang, a private coal trader who had planned to buy U.S. coal from Runhe, said he was changing course.An executive with the trading arm of a major Chinese building materials company said it had stopped talks with U.S. coal producers.",0
42,"“Obviously a weaker dollar is good for us as it relates to trade and opportunities,” Mnuchin said at news briefing.Commerce Secretary Wilbur Ross later told CNBC that his colleague was “not advocating for a weaker dollar”, but he also struck a combative tone.The annual Davos gathering of world leaders, chief executives and non-governmental agencies has long embraced globalisation, free trade and liberal values.With Trump expected to address the summit on Friday, world leaders here have raised concerns about a return to greater economic protectionism.But America First does mean working with the rest of the world,” Mnuchin said.",0
43,"Tapio on Chinese Tariffs: Trump Fighting Back in Decades-old Chinese Trade War(Wednesday, April 5, 2018) State Senator and GOP Congressional candidate Neal Tapio today issued strong support for President Trump in the escalating tariff and intellectual property trade skirmish with the Chinese and urged agriculture organizations to direct their energy toward helping President Trump fight back against unfair trade practices China has employed for decades.“President Trump is right, this isn’t a war.We’ve already lost the trade war with China,” Tapio said.Tapio urged farm organizations to publicly acknowledge the devastating trade imbalances, currency manipulations and intellectual property theft in any public comments surrounding trade negotiations.President Trump is willing to face these problems head on.”While it isn’t easy, President Trump deserves our respect and support.” Tapio said.",0
44,"Click here to read more about our rating system.Below is a report that DML News gives a 4 OUT OF 4 STARS trustworthiness rating.The big picture: This isn’t the first time the state-owned China Daily has bought ad space in a U.S. publication.It has frequently done so in the New York Times and Washington Post, among others, but its shrewd targeting of the Des Moines Register appeals directly to America’s heartland, which data suggests has the most to lose from from an extended trade war.CHINA sends a message to Trump and Ambassador Branstad by taking over 4 pages of Des Moines Register.",0
45,"New England governors and the premiers of eastern Canadian provinces say the ties that bind the region transcend the trade war between Washington and Ottawa.At their annual meeting held in Stowe, the leaders called for a truce in the trade war.But the backdrop was the increasing trade tension between the U.S. and Canada and the stalled negotiations on the North American Free Trade Agreement.At the closing news conference, Quebec Premier Philippe Couillard said the two countries share a centuries old alliance that should not be undone by presidential tweets or retaliatory tariffs.Activist Brian Tokar said natural gas and Quebec hydropower – the central sources of New England power – are environmentally damaging.",0
46,"A few days ago I read something about Wisconsin cranberry farmers facing a very bad year because of Trump's trade war.Boat manufacturers say the escalating trade dispute with China took another bad turn this week that could scuttle sales of aluminum boats popular in Wisconsin.Today he warned people in the district to ""Take cover, Donald Trump is descending on Wisconsin's First Congressional District this Friday.One thing is clear from this visit: Donald Trump doesn't give a crap about working people.Today he warned people in the district to ""Take cover, Donald Trump is descending on Wisconsin's First Congressional District this Friday.",0
47,"As China confirmed tariffs on $3 billion of US products, responding to the Trump Administration’s imposition of duties on $60 billion of Chinese goods, I spoke with BBC Radio Foyle and London’s Monocle 24 about the possibility of a trade war and the effect on the global economy.Bottom line: Beijing’s response is a cautious response at that point, putting the ball back in Washington’s court.Will the Administration’s protectionists expand their tariffs?Is there even a coherent approach, given Donald Trump’s impulsiveness?Listen to Monocle 24 from 1:26",0
48,"The Administration said on Thursday that it will implement the tariffs, announced in early March but temporarily suspended over the political fallout and legal issues.At the same time, the Trump administration’s actions underscore its commitment to good-faith negotiations with our allies to enhance our national security while supporting American workers.Germany pressed fo renegotiations, but grew wary after Trump announced that he would begin a separate trade investigation into automotive imports.Canada announced that corresponding tariffs on American exports — including steel, aluminum, and dozens of basic consumer products like ketchup, insecticides, and laundry machines — will go into effect July 1.The goods are worth $12.8 billion, the value of Canadian steel and aluminum exports to the United States in 2017.",0
49,"BRICS accounted for 23 percent of world economy, 16 percent of world trade and contributed 50 percent to global economic growth.Second, China should increase its imports from BRICS countries.Except India, China is the major export destination for BRICS countries.China is the biggest trade partner of South Africa.For India, BRICS is significant for its infrastructure funds.",0
50,"Financial leaders reject protectionism, but prepare for a trade war21st Wednesday, March 2018 - 10:03 UTC Full articleU.S. President Donald Trump is expected to unveil tariffs on up to US$ 60 billion in Chinese technology and telecoms products by FridayThe world’s financial leaders rejected protectionism on Tuesday and urged “further dialogue” on trade, but failed to diffuse the threat of a trade war days before U.S. metals tariffs take effect and Washington is to announce measures against China.Finance ministers and central bankers of the world’s 20 biggest economies, which represent 75% of world trade and 85% of global gross domestic product, discussed trade disruptions as a risk to growth at a two-day meeting.“We reaffirm the conclusions of our leaders on trade at the Hamburg Summit and recognize the need for further dialogue and actions.“There’s a risk of a trade war, the president has said we’re not afraid of getting into a trade war, given the size of our market, the size of our economy, and the fact that we have a big trade deficit,” Mnuchin said.European officials said a trade war would produce only losers and the G20 were united in support of “multilateralism” - G20 jargon for solving disputes through negotiations in the World Trade Organization.",0
51,"”China’s countermeasures are rational,” according to a commentary in the Global Times, a tabloid run by the official People’s Daily.The United States and China implemented tariffs on US$ 34 billion worth of each others’ goods in July.China has now either imposed or proposed tariffs on US$ 110 billion in U.S. goods, representing the vast majority of China’s annual imports of American products.Last year, China imported about US$ 130 billion in goods from the United States.Pompeo added that he had discussed trade issues with China’s State Councilor Wang Yi on Friday.",0
52,"Beijing: China unveiled plans Wednesday to hit major US exports worth $50 billion such as soybeans, cars and small airplanes with retaliatory tariffs in an escalating trade duel between the world's two top economies.The move came hours after President Donald Trump's administration published its own $50 billion list of Chinese products facing US tariffs over Beijing's alleged theft of intellectual property and technology.""The US side should not try to threaten China in a condescending way.We should have give and take, instead of threatening the others senselessly,"" Geng told reporters before Beijing announced the tariff plan.""Any attempt to bring China to its knees through threats and intimidation will never succeed.",0
53,"“We must find a way to get out of this,” German Finance Minister Olaf Scholz told reporters.Trump tweeted that Canada had treated US farmers “very poorly for a very long period of time.”“Highly restrictive on Trade!Later on Friday, Trump told reporters that he might prefer separate trade deals with Canada and Mexico instead of a revamped NAFTA.The EU plans tariffs on US exports running the gamut from canoes to “manicure or pedicure preparations.”“We are determined to protect the multilateral system,” EU Trade commissioner Cecilia Malmstrom said of the WTO challenge.Matching the US steel tariffs eye-for eye, this could be a maximum of 25 percent.",0
54,"Are you looking for big, big savings?How about a ""pre-tariff sale"" -- the latest gimmick US stores have deployed to sell anything from carpet to furniture to bicycles.Flooring America in Grand Rapids, Michigan -- a state that helped elected Trump -- sent out a flyer touting the ""Pre-Tariff SALE!""""We buy Big to pass on the savings!""Twitter user Rob Burgundy in San Francisco said multiple furniture stores were offering a 25 percent discount.",0
55,"The move comes as a surprise, and could be a reflection of China’s need for imported oil and gas.But that does not mean that the energy trade will emerge from the escalating trade war unscathed.Roughly 427,000 b/d of that total was crude oil, volumes that won’t be affected by the new tariffs.The same may not be said for LNG, which lacks the liquidity of the crude oil market.However, even as the trade spat may not threaten the oil and gas trade directly, the broader danger to the global economy does present downside risks to energy.",0
56,"The United States and China escalated their acrimonious trade war on Thursday, implementing punitive 25 percent tariffs on $16 billion worth of each other’s goods, even as mid-level officials from both sides resumed talks in Washington, Reuters reports.The world’s two largest economies have now slapped tit-for-tat tariffs on a combined $100 billion of products since early July, with more in the pipeline, adding to risks to global economic growth.China’s Commerce Ministry said Washington was “remaining obstinate” by implementing the latest tariffs, which kicked-in on both sides as scheduled at 12:01 p.m. in Beijing (0401 GMT).“China resolutely opposes this, and will continue to take necessary countermeasures,” it said in a brief statement, adding that Beijing will file a complaint over the latest tariffs with the World Trade Organisation (WTO).That figure would be far more than China imports from the United States, raising concerns that Beijing could consider other forms of retaliation, such as making life more difficult for American firms in China or allowing its yuan currency to weaken further to support its exporters.",0
57,"Ma and Trump met in January 2017 to discuss how adding small and medium-sized United States businesses to Alibaba's platform would boost employment.A day earlier, Ma referred to the trade frictions between the countries as ""a mess"" and said the war could end up lasting 20 years or more, causing a lot of Chinese businesses to move to other countries.""The current state of affairs has already destroyed the premise the promise was made on"", Ma said in an interview on Tuesday.After their 2017 meeting, Mr Trump appeared positive, telling reporters, ""Jack and I are going to do some great things"".Following the Trump administration's imposition of a new round of tariffs on Chinese goods, China's king of e-commerce didn't mince words about how he sees this trade fight.",0
58,"Mr. Trump chose to remove a 144-year-old postal agreement with the Chinese that allowed Chinese businesses to send small packages to the United States at a discounted rate.China's Ambassador to the U.S. Cui Tiankai told ""Fox News Sunday"" host Chris Wallace that there is no trade war between the two countries, but then seemed to contradict himself by claiming America started it.Also this week, China's intellectuals have expressed concerns over the Sino-U.S. trade war, with many calling for an end to the escalating tensions.As of 2018, United States has the world's largest economy and China being the second largest.Economists increasingly see future tariffs as likely to apply to all shipments from China to the United States, meaning Beijing is set to even further loosen financial taps.",0
59,"#RandReport: Rand slips on trade war fears, stocks down on profit-takingWhile traders worry over the possible trade war, the scenario continues to favour long-rand bets, especially after Tuesday’s economic growth data surprised on the upside.JOHANNESBURG - South African rand weakened on Wednesday along with other emerging markets as investors dumped risky assets after a key free trade advocate in the White House resigned, fanning fears US President Donald Trump will trigger a trade war.Stocks were knocked by profit-taking in the banking sector after strong gains in the previous session.While traders worry over the possible trade war, the scenario continues to favour long-rand bets, especially after Tuesday’s economic growth data surprised on the upside.Traders said the rand would likely remain in a range between 11.50 and 11.95, with investors on the defensive and keeping an eye on the possible capital reversals if a trade war breaks out.",0
